-- Merging decision tree log ---
application
INJECTED from C:\Users\moham\OneDrive\Desktop\Projects\socialapp\android\app\src\main\AndroidManifest.xml:9:5-71:19
MERGED from [com.google.android.gms:play-services-location:21.2.0] C:\Users\moham\.gradle\caches\transforms-3\81f393d12a42a895760e4a73aaf29cce\transformed\jetified-play-services-location-21.2.0\AndroidManifest.xml:5:5-44
MERGED from [com.github.canardoux:flutter_sound_core:9.8.1] C:\Users\moham\.gradle\caches\transforms-3\0f769e1b434db474e694b77b63a1746a\transformed\jetified-flutter_sound_core-9.8.1\AndroidManifest.xml:7:5-9:41
MERGED from [com.github.canardoux:flutter_sound_core:9.8.1] C:\Users\moham\.gradle\caches\transforms-3\0f769e1b434db474e694b77b63a1746a\transformed\jetified-flutter_sound_core-9.8.1\AndroidManifest.xml:7:5-9:41
MERGED from [androidx.media2:media2-session:1.2.1] C:\Users\moham\.gradle\caches\transforms-3\591b7d76554e316604824a661cbb8c29\transformed\jetified-media2-session-1.2.1\AndroidManifest.xml:20:5-22:41
MERGED from [androidx.media2:media2-session:1.2.1] C:\Users\moham\.gradle\caches\transforms-3\591b7d76554e316604824a661cbb8c29\transformed\jetified-media2-session-1.2.1\AndroidManifest.xml:20:5-22:41
MERGED from [androidx.media2:media2-common:1.2.1] C:\Users\moham\.gradle\caches\transforms-3\50cb6ed4d9cb48e476ddca3b412d4a5d\transformed\jetified-media2-common-1.2.1\AndroidManifest.xml:20:5-22:41
MERGED from [androidx.media2:media2-common:1.2.1] C:\Users\moham\.gradle\caches\transforms-3\50cb6ed4d9cb48e476ddca3b412d4a5d\transformed\jetified-media2-common-1.2.1\AndroidManifest.xml:20:5-22:41
MERGED from [com.onesignal:OneSignal:5.1.17] C:\Users\moham\.gradle\caches\transforms-3\64b5c0b1382e6b5781b48b9090aed577\transformed\jetified-OneSignal-5.1.17\AndroidManifest.xml:5:5-7:41
MERGED from [com.onesignal:OneSignal:5.1.17] C:\Users\moham\.gradle\caches\transforms-3\64b5c0b1382e6b5781b48b9090aed577\transformed\jetified-OneSignal-5.1.17\AndroidManifest.xml:5:5-7:41
MERGED from [com.onesignal:in-app-messages:5.1.17] C:\Users\moham\.gradle\caches\transforms-3\0cd877fb59eba23affafab98811854e1\transformed\jetified-in-app-messages-5.1.17\AndroidManifest.xml:5:5-7:41
MERGED from [com.onesignal:in-app-messages:5.1.17] C:\Users\moham\.gradle\caches\transforms-3\0cd877fb59eba23affafab98811854e1\transformed\jetified-in-app-messages-5.1.17\AndroidManifest.xml:5:5-7:41
MERGED from [com.onesignal:notifications:5.1.17] C:\Users\moham\.gradle\caches\transforms-3\494f455d66f0c4d57771218c88150e94\transformed\jetified-notifications-5.1.17\AndroidManifest.xml:5:5-7:41
MERGED from [com.onesignal:notifications:5.1.17] C:\Users\moham\.gradle\caches\transforms-3\494f455d66f0c4d57771218c88150e94\transformed\jetified-notifications-5.1.17\AndroidManifest.xml:5:5-7:41
MERGED from [com.onesignal:location:5.1.17] C:\Users\moham\.gradle\caches\transforms-3\6bea000d14438cbe0f1aa6730db2c847\transformed\jetified-location-5.1.17\AndroidManifest.xml:8:5-10:41
MERGED from [com.onesignal:location:5.1.17] C:\Users\moham\.gradle\caches\transforms-3\6bea000d14438cbe0f1aa6730db2c847\transformed\jetified-location-5.1.17\AndroidManifest.xml:8:5-10:41
MERGED from [com.onesignal:core:5.1.17] C:\Users\moham\.gradle\caches\transforms-3\dda88457b747e3c954ae8336a35fd09d\transformed\jetified-core-5.1.17\AndroidManifest.xml:4:5-6:41
MERGED from [com.onesignal:core:5.1.17] C:\Users\moham\.gradle\caches\transforms-3\dda88457b747e3c954ae8336a35fd09d\transformed\jetified-core-5.1.17\AndroidManifest.xml:4:5-6:41
MERGED from [androidx.legacy:legacy-support-v4:1.0.0] C:\Users\moham\.gradle\caches\transforms-3\64020caff2e743e9fb7c069dc55461aa\transformed\legacy-support-v4-1.0.0\AndroidManifest.xml:20:5-44
MERGED from [androidx.legacy:legacy-support-v4:1.0.0] C:\Users\moham\.gradle\caches\transforms-3\64020caff2e743e9fb7c069dc55461aa\transformed\legacy-support-v4-1.0.0\AndroidManifest.xml:20:5-44
MERGED from [androidx.media:media:1.4.1] C:\Users\moham\.gradle\caches\transforms-3\25e277e250feef143ba6e28be0d27b09\transformed\media-1.4.1\AndroidManifest.xml:20:5-22:41
MERGED from [androidx.media:media:1.4.1] C:\Users\moham\.gradle\caches\transforms-3\25e277e250feef143ba6e28be0d27b09\transformed\media-1.4.1\AndroidManifest.xml:20:5-22:41
MERGED from [androidx.constraintlayout:constraintlayout:2.1.4] C:\Users\moham\.gradle\caches\transforms-3\a2d956da7dc581445a0307c6b6f1d019\transformed\constraintlayout-2.1.4\AndroidManifest.xml:5:5-7:41
MERGED from [androidx.constraintlayout:constraintlayout:2.1.4] C:\Users\moham\.gradle\caches\transforms-3\a2d956da7dc581445a0307c6b6f1d019\transformed\constraintlayout-2.1.4\AndroidManifest.xml:5:5-7:41
MERGED from [androidx.appcompat:appcompat:1.2.0] C:\Users\moham\.gradle\caches\transforms-3\5121485cf4cfffdfbd051715d5755974\transformed\appcompat-1.2.0\AndroidManifest.xml:20:5-22:41
MERGED from [androidx.appcompat:appcompat:1.2.0] C:\Users\moham\.gradle\caches\transforms-3\5121485cf4cfffdfbd051715d5755974\transformed\appcompat-1.2.0\AndroidManifest.xml:20:5-22:41
MERGED from [com.google.android.gms:play-services-ads:23.0.0] C:\Users\moham\.gradle\caches\transforms-3\4f694197df1751092a9c3ef30f1ba18f\transformed\jetified-play-services-ads-23.0.0\AndroidManifest.xml:21:5-23:52
MERGED from [com.google.android.gms:play-services-ads:23.0.0] C:\Users\moham\.gradle\caches\transforms-3\4f694197df1751092a9c3ef30f1ba18f\transformed\jetified-play-services-ads-23.0.0\AndroidManifest.xml:21:5-23:52
MERGED from [com.google.android.gms:play-services-ads-lite:23.0.0] C:\Users\moham\.gradle\caches\transforms-3\6198c0d393c570c985b77800eb6b5ecc\transformed\jetified-play-services-ads-lite-23.0.0\AndroidManifest.xml:21:5-44
MERGED from [com.google.android.gms:play-services-ads-lite:23.0.0] C:\Users\moham\.gradle\caches\transforms-3\6198c0d393c570c985b77800eb6b5ecc\transformed\jetified-play-services-ads-lite-23.0.0\AndroidManifest.xml:21:5-44
MERGED from [com.google.android.ump:user-messaging-platform:2.2.0] C:\Users\moham\.gradle\caches\transforms-3\5e0531aa4ca616e7208ef7a4875a37b7\transformed\jetified-user-messaging-platform-2.2.0\AndroidManifest.xml:5:5-44
MERGED from [com.google.android.ump:user-messaging-platform:2.2.0] C:\Users\moham\.gradle\caches\transforms-3\5e0531aa4ca616e7208ef7a4875a37b7\transformed\jetified-user-messaging-platform-2.2.0\AndroidManifest.xml:5:5-44
MERGED from [com.google.android.gms:play-services-ads-base:23.0.0] C:\Users\moham\.gradle\caches\transforms-3\6bf6be5b8342b8d9778942e2435a5a14\transformed\jetified-play-services-ads-base-23.0.0\AndroidManifest.xml:5:5-44
MERGED from [com.google.android.gms:play-services-ads-base:23.0.0] C:\Users\moham\.gradle\caches\transforms-3\6bf6be5b8342b8d9778942e2435a5a14\transformed\jetified-play-services-ads-base-23.0.0\AndroidManifest.xml:5:5-44
MERGED from [com.google.android.gms:play-services-ads-identifier:18.0.0] C:\Users\moham\.gradle\caches\transforms-3\845e33898912c54762eeae2e29c2232a\transformed\jetified-play-services-ads-identifier-18.0.0\AndroidManifest.xml:20:5-44
MERGED from [com.google.android.gms:play-services-ads-identifier:18.0.0] C:\Users\moham\.gradle\caches\transforms-3\845e33898912c54762eeae2e29c2232a\transformed\jetified-play-services-ads-identifier-18.0.0\AndroidManifest.xml:20:5-44
MERGED from [com.google.android.gms:play-services-appset:16.0.1] C:\Users\moham\.gradle\caches\transforms-3\97b68b07435fc95b3a97faa51e01ccdf\transformed\jetified-play-services-appset-16.0.1\AndroidManifest.xml:5:5-44
MERGED from [com.google.android.gms:play-services-appset:16.0.1] C:\Users\moham\.gradle\caches\transforms-3\97b68b07435fc95b3a97faa51e01ccdf\transformed\jetified-play-services-appset-16.0.1\AndroidManifest.xml:5:5-44
MERGED from [com.google.firebase:firebase-messaging:23.4.0] C:\Users\moham\.gradle\caches\transforms-3\b936c24f1d5c2a57cb52398e83eeafd7\transformed\jetified-firebase-messaging-23.4.0\AndroidManifest.xml:20:5-44
MERGED from [com.google.firebase:firebase-messaging:23.4.0] C:\Users\moham\.gradle\caches\transforms-3\b936c24f1d5c2a57cb52398e83eeafd7\transformed\jetified-firebase-messaging-23.4.0\AndroidManifest.xml:20:5-44
MERGED from [com.google.android.gms:play-services-base:18.3.0] C:\Users\moham\.gradle\caches\transforms-3\02f1063643868b80fe987996c44a7cc9\transformed\jetified-play-services-base-18.3.0\AndroidManifest.xml:18:5-43
MERGED from [com.google.android.gms:play-services-base:18.3.0] C:\Users\moham\.gradle\caches\transforms-3\02f1063643868b80fe987996c44a7cc9\transformed\jetified-play-services-base-18.3.0\AndroidManifest.xml:18:5-43
MERGED from [com.google.firebase:firebase-iid-interop:17.1.0] C:\Users\moham\.gradle\caches\transforms-3\dc52da193cc938e22e4668ff3be00461\transformed\jetified-firebase-iid-interop-17.1.0\AndroidManifest.xml:5:5-44
MERGED from [com.google.firebase:firebase-iid-interop:17.1.0] C:\Users\moham\.gradle\caches\transforms-3\dc52da193cc938e22e4668ff3be00461\transformed\jetified-firebase-iid-interop-17.1.0\AndroidManifest.xml:5:5-44
MERGED from [com.google.android.gms:play-services-cloud-messaging:17.1.0] C:\Users\moham\.gradle\caches\transforms-3\6ecbcce051d176d2477f2744c4b180ee\transformed\jetified-play-services-cloud-messaging-17.1.0\AndroidManifest.xml:5:5-44
MERGED from [com.google.android.gms:play-services-cloud-messaging:17.1.0] C:\Users\moham\.gradle\caches\transforms-3\6ecbcce051d176d2477f2744c4b180ee\transformed\jetified-play-services-cloud-messaging-17.1.0\AndroidManifest.xml:5:5-44
MERGED from [com.google.firebase:firebase-installations:17.2.0] C:\Users\moham\.gradle\caches\transforms-3\43ea553df3c025c615da37971f3b8343\transformed\jetified-firebase-installations-17.2.0\AndroidManifest.xml:5:5-44
MERGED from [com.google.firebase:firebase-installations:17.2.0] C:\Users\moham\.gradle\caches\transforms-3\43ea553df3c025c615da37971f3b8343\transformed\jetified-firebase-installations-17.2.0\AndroidManifest.xml:5:5-44
MERGED from [com.google.firebase:firebase-common-ktx:20.4.2] C:\Users\moham\.gradle\caches\transforms-3\f967df5a139dfd3762527566d034fcc0\transformed\jetified-firebase-common-ktx-20.4.2\AndroidManifest.xml:5:5-44
MERGED from [com.google.firebase:firebase-common-ktx:20.4.2] C:\Users\moham\.gradle\caches\transforms-3\f967df5a139dfd3762527566d034fcc0\transformed\jetified-firebase-common-ktx-20.4.2\AndroidManifest.xml:5:5-44
MERGED from [com.google.firebase:firebase-common:20.4.2] C:\Users\moham\.gradle\caches\transforms-3\d41f5bd9a4f5c5b3a5d100f419f94e6e\transformed\jetified-firebase-common-20.4.2\AndroidManifest.xml:19:5-44
MERGED from [com.google.firebase:firebase-common:20.4.2] C:\Users\moham\.gradle\caches\transforms-3\d41f5bd9a4f5c5b3a5d100f419f94e6e\transformed\jetified-firebase-common-20.4.2\AndroidManifest.xml:19:5-44
MERGED from [androidx.window:window-java:1.0.0-beta04] C:\Users\moham\.gradle\caches\transforms-3\2a215381204751055df81b6269e717b7\transformed\jetified-window-java-1.0.0-beta04\AndroidManifest.xml:19:5-21:41
MERGED from [androidx.window:window-java:1.0.0-beta04] C:\Users\moham\.gradle\caches\transforms-3\2a215381204751055df81b6269e717b7\transformed\jetified-window-java-1.0.0-beta04\AndroidManifest.xml:19:5-21:41
MERGED from [androidx.privacysandbox.ads:ads-adservices-java:1.0.0-beta05] C:\Users\moham\.gradle\caches\transforms-3\d931b651f78256415183aa490cc79693\transformed\jetified-ads-adservices-java-1.0.0-beta05\AndroidManifest.xml:5:5-44
MERGED from [androidx.privacysandbox.ads:ads-adservices-java:1.0.0-beta05] C:\Users\moham\.gradle\caches\transforms-3\d931b651f78256415183aa490cc79693\transformed\jetified-ads-adservices-java-1.0.0-beta05\AndroidManifest.xml:5:5-44
MERGED from [androidx.privacysandbox.ads:ads-adservices:1.0.0-beta05] C:\Users\moham\.gradle\caches\transforms-3\192367dc6b083e7c58715ae58c5e1f9c\transformed\jetified-ads-adservices-1.0.0-beta05\AndroidManifest.xml:20:5-44
MERGED from [androidx.privacysandbox.ads:ads-adservices:1.0.0-beta05] C:\Users\moham\.gradle\caches\transforms-3\192367dc6b083e7c58715ae58c5e1f9c\transformed\jetified-ads-adservices-1.0.0-beta05\AndroidManifest.xml:20:5-44
MERGED from [com.google.firebase:firebase-installations-interop:17.1.1] C:\Users\moham\.gradle\caches\transforms-3\fb949206ea660b925f25a5469fa571b8\transformed\jetified-firebase-installations-interop-17.1.1\AndroidManifest.xml:17:5-44
MERGED from [com.google.firebase:firebase-installations-interop:17.1.1] C:\Users\moham\.gradle\caches\transforms-3\fb949206ea660b925f25a5469fa571b8\transformed\jetified-firebase-installations-interop-17.1.1\AndroidManifest.xml:17:5-44
MERGED from [com.google.android.gms:play-services-tasks:18.1.0] C:\Users\moham\.gradle\caches\transforms-3\44f57253df7e823d3ac1ba5cc28de8ce\transformed\jetified-play-services-tasks-18.1.0\AndroidManifest.xml:4:5-43
MERGED from [com.google.android.gms:play-services-tasks:18.1.0] C:\Users\moham\.gradle\caches\transforms-3\44f57253df7e823d3ac1ba5cc28de8ce\transformed\jetified-play-services-tasks-18.1.0\AndroidManifest.xml:4:5-43
MERGED from [com.google.android.gms:play-services-measurement-sdk-api:20.1.2] C:\Users\moham\.gradle\caches\transforms-3\d1c382a007ceddf081b057c80bd7393f\transformed\jetified-play-services-measurement-sdk-api-20.1.2\AndroidManifest.xml:20:5-44
MERGED from [com.google.android.gms:play-services-measurement-sdk-api:20.1.2] C:\Users\moham\.gradle\caches\transforms-3\d1c382a007ceddf081b057c80bd7393f\transformed\jetified-play-services-measurement-sdk-api-20.1.2\AndroidManifest.xml:20:5-44
MERGED from [com.google.android.gms:play-services-measurement-base:20.1.2] C:\Users\moham\.gradle\caches\transforms-3\db6a20d7b0ddacb9fa7ca9ddeb6b2b0e\transformed\jetified-play-services-measurement-base-20.1.2\AndroidManifest.xml:5:5-44
MERGED from [com.google.android.gms:play-services-measurement-base:20.1.2] C:\Users\moham\.gradle\caches\transforms-3\db6a20d7b0ddacb9fa7ca9ddeb6b2b0e\transformed\jetified-play-services-measurement-base-20.1.2\AndroidManifest.xml:5:5-44
MERGED from [com.google.android.gms:play-services-stats:17.0.2] C:\Users\moham\.gradle\caches\transforms-3\34e7a83d3c4947c9401bd53c20522b9f\transformed\jetified-play-services-stats-17.0.2\AndroidManifest.xml:5:5-44
MERGED from [com.google.android.gms:play-services-stats:17.0.2] C:\Users\moham\.gradle\caches\transforms-3\34e7a83d3c4947c9401bd53c20522b9f\transformed\jetified-play-services-stats-17.0.2\AndroidManifest.xml:5:5-44
MERGED from [com.google.firebase:firebase-measurement-connector:19.0.0] C:\Users\moham\.gradle\caches\transforms-3\08985d350811cc23b79a160a37ec51e1\transformed\jetified-firebase-measurement-connector-19.0.0\AndroidManifest.xml:20:5-44
MERGED from [com.google.firebase:firebase-measurement-connector:19.0.0] C:\Users\moham\.gradle\caches\transforms-3\08985d350811cc23b79a160a37ec51e1\transformed\jetified-firebase-measurement-connector-19.0.0\AndroidManifest.xml:20:5-44
MERGED from [com.google.android.gms:play-services-basement:18.3.0] C:\Users\moham\.gradle\caches\transforms-3\a43f60338762a20514d953a92576aa3e\transformed\jetified-play-services-basement-18.3.0\AndroidManifest.xml:18:5-43
MERGED from [com.google.android.gms:play-services-basement:18.3.0] C:\Users\moham\.gradle\caches\transforms-3\a43f60338762a20514d953a92576aa3e\transformed\jetified-play-services-basement-18.3.0\AndroidManifest.xml:18:5-43
MERGED from [androidx.fragment:fragment:1.1.0] C:\Users\moham\.gradle\caches\transforms-3\2c78d49fbcc625202f50a9334fbc9153\transformed\fragment-1.1.0\AndroidManifest.xml:20:5-22:41
MERGED from [androidx.fragment:fragment:1.1.0] C:\Users\moham\.gradle\caches\transforms-3\2c78d49fbcc625202f50a9334fbc9153\transformed\fragment-1.1.0\AndroidManifest.xml:20:5-22:41
MERGED from [androidx.activity:activity:1.9.0] C:\Users\moham\.gradle\caches\transforms-3\977df5b1cc1f2646839e27f698b8513a\transformed\jetified-activity-1.9.0\AndroidManifest.xml:20:5-44
MERGED from [androidx.activity:activity:1.9.0] C:\Users\moham\.gradle\caches\transforms-3\977df5b1cc1f2646839e27f698b8513a\transformed\jetified-activity-1.9.0\AndroidManifest.xml:20:5-44
MERGED from [com.google.android.exoplayer:exoplayer-dash:2.18.7] C:\Users\moham\.gradle\caches\transforms-3\b820d75ba45aa68e170a5632b2a66fad\transformed\jetified-exoplayer-dash-2.18.7\AndroidManifest.xml:20:5-22:41
MERGED from [com.google.android.exoplayer:exoplayer-dash:2.18.7] C:\Users\moham\.gradle\caches\transforms-3\b820d75ba45aa68e170a5632b2a66fad\transformed\jetified-exoplayer-dash-2.18.7\AndroidManifest.xml:20:5-22:41
MERGED from [com.google.android.exoplayer:exoplayer-hls:2.18.7] C:\Users\moham\.gradle\caches\transforms-3\f2d4e99a3e3709d164590b50bc3dd8d5\transformed\jetified-exoplayer-hls-2.18.7\AndroidManifest.xml:20:5-22:41
MERGED from [com.google.android.exoplayer:exoplayer-hls:2.18.7] C:\Users\moham\.gradle\caches\transforms-3\f2d4e99a3e3709d164590b50bc3dd8d5\transformed\jetified-exoplayer-hls-2.18.7\AndroidManifest.xml:20:5-22:41
MERGED from [com.google.android.exoplayer:exoplayer-smoothstreaming:2.18.7] C:\Users\moham\.gradle\caches\transforms-3\b382c4b0d3e9d6452f1a3f30bfe858a4\transformed\jetified-exoplayer-smoothstreaming-2.18.7\AndroidManifest.xml:20:5-22:41
MERGED from [com.google.android.exoplayer:exoplayer-smoothstreaming:2.18.7] C:\Users\moham\.gradle\caches\transforms-3\b382c4b0d3e9d6452f1a3f30bfe858a4\transformed\jetified-exoplayer-smoothstreaming-2.18.7\AndroidManifest.xml:20:5-22:41
MERGED from [com.google.android.exoplayer:exoplayer-core:2.18.7] C:\Users\moham\.gradle\caches\transforms-3\fe0f9d029ae64a45aabc315b674f47a1\transformed\jetified-exoplayer-core-2.18.7\AndroidManifest.xml:20:5-22:41
MERGED from [com.google.android.exoplayer:exoplayer-core:2.18.7] C:\Users\moham\.gradle\caches\transforms-3\fe0f9d029ae64a45aabc315b674f47a1\transformed\jetified-exoplayer-core-2.18.7\AndroidManifest.xml:20:5-22:41
MERGED from [androidx.browser:browser:1.5.0] C:\Users\moham\.gradle\caches\transforms-3\fe539880c5099955febb99e965e706e5\transformed\browser-1.5.0\AndroidManifest.xml:20:5-44
MERGED from [androidx.browser:browser:1.5.0] C:\Users\moham\.gradle\caches\transforms-3\fe539880c5099955febb99e965e706e5\transformed\browser-1.5.0\AndroidManifest.xml:20:5-44
MERGED from [androidx.webkit:webkit:1.11.0] C:\Users\moham\.gradle\caches\transforms-3\e536ff8f3e9ca85a08e5179e81aaf167\transformed\webkit-1.11.0\AndroidManifest.xml:5:5-44
MERGED from [androidx.webkit:webkit:1.11.0] C:\Users\moham\.gradle\caches\transforms-3\e536ff8f3e9ca85a08e5179e81aaf167\transformed\webkit-1.11.0\AndroidManifest.xml:5:5-44
MERGED from [androidx.work:work-runtime-ktx:2.8.1] C:\Users\moham\.gradle\caches\transforms-3\a296b2a63eb0fef7a7763dffb55c6324\transformed\work-runtime-ktx-2.8.1\AndroidManifest.xml:20:5-44
MERGED from [androidx.work:work-runtime-ktx:2.8.1] C:\Users\moham\.gradle\caches\transforms-3\a296b2a63eb0fef7a7763dffb55c6324\transformed\work-runtime-ktx-2.8.1\AndroidManifest.xml:20:5-44
MERGED from [androidx.work:work-runtime:2.8.1] C:\Users\moham\.gradle\caches\transforms-3\dd6e9d29088df4df9cf218458a65c3dc\transformed\work-runtime-2.8.1\AndroidManifest.xml:21:5-44
MERGED from [androidx.work:work-runtime:2.8.1] C:\Users\moham\.gradle\caches\transforms-3\dd6e9d29088df4df9cf218458a65c3dc\transformed\work-runtime-2.8.1\AndroidManifest.xml:21:5-44
MERGED from [androidx.appcompat:appcompat-resources:1.2.0] C:\Users\moham\.gradle\caches\transforms-3\cbc5fa10ba652b117abed7c8cdc57dd2\transformed\jetified-appcompat-resources-1.2.0\AndroidManifest.xml:20:5-22:41
MERGED from [androidx.appcompat:appcompat-resources:1.2.0] C:\Users\moham\.gradle\caches\transforms-3\cbc5fa10ba652b117abed7c8cdc57dd2\transformed\jetified-appcompat-resources-1.2.0\AndroidManifest.xml:20:5-22:41
MERGED from [androidx.legacy:legacy-support-core-ui:1.0.0] C:\Users\moham\.gradle\caches\transforms-3\178c145f8eac57282ae138a81cfd88d2\transformed\legacy-support-core-ui-1.0.0\AndroidManifest.xml:20:5-44
MERGED from [androidx.legacy:legacy-support-core-ui:1.0.0] C:\Users\moham\.gradle\caches\transforms-3\178c145f8eac57282ae138a81cfd88d2\transformed\legacy-support-core-ui-1.0.0\AndroidManifest.xml:20:5-44
MERGED from [androidx.drawerlayout:drawerlayout:1.0.0] C:\Users\moham\.gradle\caches\transforms-3\6dee81f4b4549bc48be005f8afac87fb\transformed\drawerlayout-1.0.0\AndroidManifest.xml:20:5-44
MERGED from [androidx.drawerlayout:drawerlayout:1.0.0] C:\Users\moham\.gradle\caches\transforms-3\6dee81f4b4549bc48be005f8afac87fb\transformed\drawerlayout-1.0.0\AndroidManifest.xml:20:5-44
MERGED from [androidx.lifecycle:lifecycle-livedata-core:2.6.2] C:\Users\moham\.gradle\caches\transforms-3\6aee316721cde10eee602b1ec4b1a4a6\transformed\lifecycle-livedata-core-2.6.2\AndroidManifest.xml:20:5-44
MERGED from [androidx.lifecycle:lifecycle-livedata-core:2.6.2] C:\Users\moham\.gradle\caches\transforms-3\6aee316721cde10eee602b1ec4b1a4a6\transformed\lifecycle-livedata-core-2.6.2\AndroidManifest.xml:20:5-44
MERGED from [androidx.lifecycle:lifecycle-service:2.6.2] C:\Users\moham\.gradle\caches\transforms-3\a6915f06cf13eaac042b36f9bff291dd\transformed\jetified-lifecycle-service-2.6.2\AndroidManifest.xml:20:5-44
MERGED from [androidx.lifecycle:lifecycle-service:2.6.2] C:\Users\moham\.gradle\caches\transforms-3\a6915f06cf13eaac042b36f9bff291dd\transformed\jetified-lifecycle-service-2.6.2\AndroidManifest.xml:20:5-44
MERGED from [androidx.legacy:legacy-support-core-utils:1.0.0] C:\Users\moham\.gradle\caches\transforms-3\7e4583d59a9e444a12e818db610c3cc3\transformed\legacy-support-core-utils-1.0.0\AndroidManifest.xml:20:5-44
MERGED from [androidx.legacy:legacy-support-core-utils:1.0.0] C:\Users\moham\.gradle\caches\transforms-3\7e4583d59a9e444a12e818db610c3cc3\transformed\legacy-support-core-utils-1.0.0\AndroidManifest.xml:20:5-44
MERGED from [androidx.loader:loader:1.0.0] C:\Users\moham\.gradle\caches\transforms-3\3dd24de0bfb0a58b7b0437cba93312a0\transformed\loader-1.0.0\AndroidManifest.xml:20:5-44
MERGED from [androidx.loader:loader:1.0.0] C:\Users\moham\.gradle\caches\transforms-3\3dd24de0bfb0a58b7b0437cba93312a0\transformed\loader-1.0.0\AndroidManifest.xml:20:5-44
MERGED from [androidx.lifecycle:lifecycle-livedata:2.6.2] C:\Users\moham\.gradle\caches\transforms-3\4ac619b9deba4a1fa8987b5cd7ce3b2f\transformed\lifecycle-livedata-2.6.2\AndroidManifest.xml:20:5-44
MERGED from [androidx.lifecycle:lifecycle-livedata:2.6.2] C:\Users\moham\.gradle\caches\transforms-3\4ac619b9deba4a1fa8987b5cd7ce3b2f\transformed\lifecycle-livedata-2.6.2\AndroidManifest.xml:20:5-44
MERGED from [androidx.lifecycle:lifecycle-viewmodel:2.6.2] C:\Users\moham\.gradle\caches\transforms-3\b44e82f04ca2fbbb378f070b4fb3afd1\transformed\lifecycle-viewmodel-2.6.2\AndroidManifest.xml:20:5-44
MERGED from [androidx.lifecycle:lifecycle-viewmodel:2.6.2] C:\Users\moham\.gradle\caches\transforms-3\b44e82f04ca2fbbb378f070b4fb3afd1\transformed\lifecycle-viewmodel-2.6.2\AndroidManifest.xml:20:5-44
MERGED from [androidx.lifecycle:lifecycle-viewmodel-savedstate:2.6.2] C:\Users\moham\.gradle\caches\transforms-3\9284d5dbf531e8af2d4296bbf056c51a\transformed\jetified-lifecycle-viewmodel-savedstate-2.6.2\AndroidManifest.xml:20:5-44
MERGED from [androidx.lifecycle:lifecycle-viewmodel-savedstate:2.6.2] C:\Users\moham\.gradle\caches\transforms-3\9284d5dbf531e8af2d4296bbf056c51a\transformed\jetified-lifecycle-viewmodel-savedstate-2.6.2\AndroidManifest.xml:20:5-44
MERGED from [androidx.core:core-ktx:1.13.1] C:\Users\moham\.gradle\caches\transforms-3\b977d140845cfa8829de711262a9ed75\transformed\jetified-core-ktx-1.13.1\AndroidManifest.xml:5:5-44
MERGED from [androidx.core:core-ktx:1.13.1] C:\Users\moham\.gradle\caches\transforms-3\b977d140845cfa8829de711262a9ed75\transformed\jetified-core-ktx-1.13.1\AndroidManifest.xml:5:5-44
MERGED from [androidx.viewpager:viewpager:1.0.0] C:\Users\moham\.gradle\caches\transforms-3\eeb3b3d28863e46e8405d58b4e4ce9b4\transformed\viewpager-1.0.0\AndroidManifest.xml:20:5-44
MERGED from [androidx.viewpager:viewpager:1.0.0] C:\Users\moham\.gradle\caches\transforms-3\eeb3b3d28863e46e8405d58b4e4ce9b4\transformed\viewpager-1.0.0\AndroidManifest.xml:20:5-44
MERGED from [androidx.window:window:1.0.0-beta04] C:\Users\moham\.gradle\caches\transforms-3\f302e75fb7efd781bcf1a29281c188da\transformed\jetified-window-1.0.0-beta04\AndroidManifest.xml:20:5-22:41
MERGED from [androidx.window:window:1.0.0-beta04] C:\Users\moham\.gradle\caches\transforms-3\f302e75fb7efd781bcf1a29281c188da\transformed\jetified-window-1.0.0-beta04\AndroidManifest.xml:20:5-22:41
MERGED from [androidx.vectordrawable:vectordrawable-animated:1.1.0] C:\Users\moham\.gradle\caches\transforms-3\66e541bee9a2e5824ce955dd449fe267\transformed\vectordrawable-animated-1.1.0\AndroidManifest.xml:20:5-22:41
MERGED from [androidx.vectordrawable:vectordrawable-animated:1.1.0] C:\Users\moham\.gradle\caches\transforms-3\66e541bee9a2e5824ce955dd449fe267\transformed\vectordrawable-animated-1.1.0\AndroidManifest.xml:20:5-22:41
MERGED from [androidx.vectordrawable:vectordrawable:1.1.0] C:\Users\moham\.gradle\caches\transforms-3\004a652fa9f75364a4c49b10d48e5180\transformed\vectordrawable-1.1.0\AndroidManifest.xml:20:5-22:41
MERGED from [androidx.vectordrawable:vectordrawable:1.1.0] C:\Users\moham\.gradle\caches\transforms-3\004a652fa9f75364a4c49b10d48e5180\transformed\vectordrawable-1.1.0\AndroidManifest.xml:20:5-22:41
MERGED from [androidx.coordinatorlayout:coordinatorlayout:1.0.0] C:\Users\moham\.gradle\caches\transforms-3\5a47ec11e88a4c5989e745f27b201179\transformed\coordinatorlayout-1.0.0\AndroidManifest.xml:20:5-44
MERGED from [androidx.coordinatorlayout:coordinatorlayout:1.0.0] C:\Users\moham\.gradle\caches\transforms-3\5a47ec11e88a4c5989e745f27b201179\transformed\coordinatorlayout-1.0.0\AndroidManifest.xml:20:5-44
MERGED from [androidx.slidingpanelayout:slidingpanelayout:1.0.0] C:\Users\moham\.gradle\caches\transforms-3\6a993d4899e7a0bfc84616e5923f2af1\transformed\slidingpanelayout-1.0.0\AndroidManifest.xml:20:5-44
